priority_rank,unit_id,building_id,city,location_type,building_type,unit_type,meter_type,connection_type,transformer_id,floor,floors,area_sqm,household_size,contracted_power_kw,latitude,longitude,readings,avg_consumption,median_consumption,std_consumption,total_consumption,avg_expected_kwh,total_expected_kwh,zero_days,low_expected_days,sudden_drop_days,flatline_days,weather_low_mismatch_days,normal_high_mismatch_days,avg_temp_mean,avg_weather_demand_pressure,fraud_label,anomaly_type,zero_ratio,flatline_ratio,low_expected_ratio,weather_mismatch_ratio,expected_gap_pct,kwh_per_sqm,kwh_per_person,cv_consumption,peer_avg_consumption,peer_low_gap_pct,estimated_missing_kwh_30d,estimated_loss_lek_30d,building_ai_anomaly_score,fraud_probability,consumption_deviation_score,peer_deviation_score,meter_behavior_score,weather_context_score,loss_impact_score,risk_score,risk_level,main_reason,recommended_action,alert_explanation
685,BLD-VLO-0028-U002,BLD-VLO-0028,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,0,5,79.7,4,7.4,40.474687,19.525056,180,13.226577777777779,13.2685,3.0758572461000373,2380.784,12.943655555555557,2329.858,1,1,1,1,1,0,10.298666666666666,0.48333333333333334,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.021857984478023968,0.16595455179144014,3.3066444444444447,0.23255125382983366,10.344127777777778,0.0,0.0,0.0,6.18,0.0,0.0,0.0,2.42,0.56,0.0,1.29,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0028-U002 in BLD-VLO-0028 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 1%."
686,BLD-PER-0007-U002,BLD-PER-0007,Permet,Village,Residential,Apartment,Unknown,Individual Meter,TR-PER,3,5,98.3,4,7.9,40.246545,20.37294,180,15.497633333333333,15.6795,3.3863930777591325,2789.574,15.426855555555555,2776.834,1,1,1,0,0,0,8.203722222222222,0.6888888888888889,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.0,-0.004587958804883551,0.15765649372668702,3.8744083333333332,0.21851033670253733,13.084955555555554,0.0,0.0,0.0,6.61,0.0,0.0,0.0,2.23,0.0,0.0,1.29,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PER-0007-U002 in BLD-PER-0007 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 0%, weather mismatch: 0%."
687,BLD-TIR-0066-U007,BLD-TIR-0066,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,4,12,41.2,4,5.0,41.339073,19.870157,180,12.507072222222224,12.247,3.5586478993923767,2251.273,12.421277777777778,2235.83,1,1,1,2,0,0,9.306444444444445,0.5666666666666667,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.0,-0.006907054650845641,0.3035697141316073,3.126768055555556,0.2845308507189611,12.607433333333335,0.00796047129162776,0.0,0.0,5.52,0.0,0.0,0.8,2.61,0.0,0.0,1.26,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0066-U007 in BLD-TIR-0066 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 1%, weather mismatch: 0%."
688,BLD-TIR-0042-U005,BLD-TIR-0042,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,5,7,119.2,2,6.1,41.387144,19.860444,180,15.218777777777778,15.038,3.612799248289611,2739.38,15.022755555555555,2704.096,1,1,1,0,0,0,9.127444444444444,0.6277777777777778,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.0,-0.013048353312900126,0.12767431021625653,7.609388888888889,0.23739089308242375,12.607433333333335,0.0,0.0,0.0,6.4,0.0,0.0,0.0,2.23,0.0,0.0,1.26,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0042-U005 in BLD-TIR-0042 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
689,BLD-DUR-0070-U012,BLD-DUR-0070,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,9,9,77.8,3,4.0,41.334771,19.451484,180,13.677766666666667,13.593499999999999,3.1174473784719927,2461.998,13.6557,2458.026,1,1,1,1,0,0,9.761888888888889,0.5555555555555556,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.0,-0.0016159308323020678,0.17580676949443017,4.559255555555556,0.22792078958835818,13.192930555555556,0.0,0.0,0.0,6.28,0.0,0.0,0.0,2.42,0.0,0.0,1.26,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0070-U012 in BLD-DUR-0070 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 0%, weather mismatch: 0%."
690,BLD-VLO-0028-U013,BLD-VLO-0028,Vlore,City,Residential,Apartment,Unknown,Individual Meter,TR-VLO,1,5,71.3,4,6.7,40.476603,19.528179,180,12.75678888888889,12.1515,3.429528568330225,2296.222,12.85335,2313.603,0,0,0,1,0,1,10.672555555555554,0.4888888888888889,0,unknown,0.0,0.005555555555555556,0.0,0.005555555555555556,0.007512524836802146,0.17891709521583296,3.1891972222222225,0.26883948603377217,10.344127777777778,0.0,2.8968333333333263,39.10724999999991,6.69,0.0,0.63,0.0,0.19,0.56,0.58,1.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-VLO-0028-U013 in BLD-VLO-0028 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 1%, peer low gap: 0%, weather mismatch: 1%."
691,BLD-FIE-0048-U010,BLD-FIE-0048,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,3,9,95.9,2,4.8,40.757561,19.54597,180,17.354588888888888,17.103,3.9055148228064342,3123.826,17.306827777777777,3115.229,1,1,1,2,1,0,9.137333333333334,0.6055555555555555,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.005555555555555556,-0.0027596687113531516,0.18096547329394042,8.677294444444444,0.22504219764646247,11.755369444444444,0.0,0.0,0.0,5.7,0.0,0.0,0.0,2.61,0.56,0.0,1.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0048-U010 in BLD-FIE-0048 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 0%, weather mismatch: 1%."
692,BLD-FIE-0041-U007,BLD-FIE-0041,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,2,2,74.5,2,5.1,40.697543,19.549863,180,16.059294444444447,15.724499999999999,3.7164682305044465,2890.6730000000002,15.783594444444445,2841.047,0,0,0,0,0,0,9.341444444444445,0.5888888888888889,0,unknown,0.0,0.0,0.0,0.0,-0.017467504057483176,0.21556099925428787,8.029647222222223,0.23142163831426116,11.755369444444444,0.0,0.0,0.0,7.92,0.0,0.0,0.0,0.0,0.0,0.0,1.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0041-U007 in BLD-FIE-0041 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 0%."
693,BLD-FIE-0054-U002,BLD-FIE-0054,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,1,3,75.5,5,7.8,40.733427,19.555353,180,14.642155555555556,14.538,3.5632579151782857,2635.588,14.412683333333332,2594.283,1,1,1,1,1,0,9.476722222222222,0.5944444444444444,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.015921547495011276,0.19393583517292126,2.928431111111111,0.24335610297667595,11.755369444444444,0.0,0.0,0.0,5.89,0.0,0.0,0.0,2.42,0.56,0.0,1.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0054-U002 in BLD-FIE-0054 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 1%."
694,BLD-POG-0067-U005,BLD-POG-0067,Pogradec,Village,Residential,Apartment,Unknown,Individual Meter,TR-POG,3,3,107.4,3,7.1,40.926947,20.704245,180,16.583322222222222,16.331,3.889572505492225,2984.998,16.29392777777778,2932.907,1,1,1,2,0,0,6.172555555555555,0.7722222222222223,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.0,-0.017760876836531075,0.15440709704117525,5.527774074074074,0.23454724290890666,14.927925,0.0,0.0,0.0,6.01,0.0,0.0,0.0,2.61,0.0,0.0,1.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-POG-0067-U005 in BLD-POG-0067 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 0%."
695,BLD-TIR-0005-U002,BLD-TIR-0005,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,1,3,64.4,5,5.2,41.273299,19.813679,180,14.642294444444444,14.411999999999999,3.1011815926127295,2635.613,14.531455555555555,2615.662,0,0,0,2,0,0,9.102055555555555,0.6222222222222222,0,unknown,0.0,0.011111111111111112,0.0,0.0,-0.007627514564190636,0.22736482056590748,2.9284588888888887,0.2117961501443085,12.607433333333335,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.38,0.0,0.0,1.24,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0005-U002 in BLD-TIR-0005 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
696,BLD-DUR-0033-U004,BLD-DUR-0033,Durres,Village,Residential,Apartment,Unknown,Individual Meter,TR-DUR,7,9,73.6,3,3.5,41.29638,19.43477,180,12.658255555555554,12.4535,2.8035991076958338,2278.486,12.539077777777779,2257.034,0,0,0,3,0,0,9.596499999999999,0.5944444444444444,0,unknown,0.0,0.016666666666666666,0.0,0.0,-0.009504509014928232,0.17198716787439614,4.219418518518518,0.22148384470444415,12.442594444444444,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.57,0.0,0.0,1.23,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0033-U004 in BLD-DUR-0033 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
697,BLD-KRU-0035-U005,BLD-KRU-0035,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,7,10,62.2,3,3.8,41.517878,19.786151,180,13.352205555555555,13.2465,3.2508867250967537,2403.397,13.290816666666668,2392.347,1,1,1,0,1,0,8.061166666666667,0.6666666666666666,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,-0.004618895168635506,0.21466568417291887,4.450735185185185,0.24347189021098706,13.458855555555555,0.007924150724388826,0.0,0.0,5.33,0.0,0.0,0.79,2.23,0.56,0.0,1.23,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0035-U005 in BLD-KRU-0035 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 1%, weather mismatch: 1%."
698,BLD-FIE-0071-U011,BLD-FIE-0071,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,6,11,114.3,2,6.8,40.723205,19.545748,180,12.79411111111111,12.739,3.0888139375265027,2302.94,12.722844444444444,2290.112,1,1,1,1,1,0,9.609722222222222,0.5833333333333334,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.005601472766397428,0.1119344804121707,6.397055555555555,0.2414246609789098,11.755369444444444,0.0,0.0,0.0,5.8,0.0,0.0,0.0,2.42,0.56,0.0,1.23,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0071-U011 in BLD-FIE-0071 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 1%."
699,BLD-DUR-0078-U006,BLD-DUR-0078,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,0,11,104.6,4,6.9,41.345812,19.443705,180,14.149505555555557,14.2305,2.97499091496143,2546.911,14.01886111111111,2523.395,0,0,0,1,0,0,9.877111111111113,0.5555555555555556,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.009319191010523625,0.13527251965158277,3.537376388888889,0.21025405469333533,13.192930555555556,0.0,0.0,0.0,7.67,0.0,0.0,0.0,0.19,0.0,0.0,1.22,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0078-U006 in BLD-DUR-0078 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
700,BLD-DUR-0060-U013,BLD-DUR-0060,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,3,9,60.8,5,6.0,41.327907,19.467939,180,14.841222222222223,14.096499999999999,4.149140324979974,2671.42,14.512633333333333,2612.274,0,0,0,2,0,1,9.857444444444443,0.55,0,unknown,0.0,0.011111111111111112,0.0,0.005555555555555556,-0.022641575883693713,0.24409904970760235,2.9682444444444447,0.27956864083386185,13.192930555555556,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.38,0.56,0.0,1.22,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0060-U013 in BLD-DUR-0060 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 1%."
701,BLD-PES-0061-U002,BLD-PES-0061,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,6,7,75.9,3,6.0,41.602896,20.461478,180,14.632105555555556,14.54,3.120382841604736,2633.779,14.388894444444446,2590.001,0,0,0,2,0,0,5.480388888888889,0.8222222222222222,0,unknown,0.0,0.011111111111111112,0.0,0.0,-0.016902696176565115,0.19278136436832088,4.8773685185185185,0.2132559001681054,13.497733333333334,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.38,0.0,0.0,1.21,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0061-U002 in BLD-PES-0061 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 0%."
702,BLD-PES-0018-U013,BLD-PES-0018,Peshkopi,Village,Residential,Apartment,Unknown,Individual Meter,TR-PES,4,11,96.1,3,5.7,41.622407,20.414076,180,15.180283333333334,14.8925,3.2937646801852356,2732.451,14.98466111111111,2697.239,0,0,0,1,0,0,5.363,0.8222222222222222,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.01305483125522067,0.1579634061741242,5.060094444444444,0.21697649561999185,13.497733333333334,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.19,0.0,0.0,1.21,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PES-0018-U013 in BLD-PES-0018 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
703,BLD-KRU-0003-U014,BLD-KRU-0003,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,3,9,70.6,3,3.6,41.561699,19.839004,180,13.829088888888888,13.396,3.046594765969421,2489.236,13.421466666666667,2415.864,0,0,0,4,0,0,8.252555555555556,0.6388888888888888,0,unknown,0.0,0.022222222222222223,0.0,0.0,-0.030370914919051643,0.19587944601825621,4.609696296296296,0.22030336130222117,13.458855555555555,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.76,0.0,0.0,1.19,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0003-U014 in BLD-KRU-0003 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -3%, peer low gap: 0%, weather mismatch: 0%."
704,BLD-GJI-0014-U005,BLD-GJI-0014,Gjirokaster,Village,Residential,Apartment,Unknown,Individual Meter,TR-GJI,7,7,106.7,3,8.1,40.125218,20.171017,180,15.071005555555555,14.6085,3.2313171718006024,2712.781,14.756038888888888,2656.087,0,0,0,1,0,0,8.665722222222222,0.6555555555555556,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.021344933354969182,0.14124653754035196,5.023668518518519,0.2144062093195538,10.982016666666667,0.0,0.0,0.0,7.46,0.0,0.0,0.0,0.19,0.0,0.0,1.19,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0014-U005 in BLD-GJI-0014 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 0%."
705,BLD-FIE-0074-U003,BLD-FIE-0074,Fier,City,Residential,Apartment,Unknown,Individual Meter,TR-FIE,2,2,61.5,4,4.3,40.712444,19.533961,180,12.734311111111111,12.6035,2.942984209793477,2292.176,12.768194444444445,2298.275,1,1,1,3,1,0,9.58261111111111,0.5444444444444444,0,unknown,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.005555555555555556,0.002653729427505441,0.20706196928635953,3.183577777777778,0.2311066679708826,11.755369444444444,0.0,1.0165000000000113,13.722750000000152,4.97,0.0,0.22,0.0,2.8,0.56,0.2,1.19,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-FIE-0074-U003 in BLD-FIE-0074 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 0%, peer low gap: 0%, weather mismatch: 1%."
706,BLD-DUR-0032-U001,BLD-DUR-0032,Durres,Village,Residential,Apartment,Unknown,Individual Meter,TR-DUR,1,5,91.3,3,5.2,41.279477,19.531877,180,12.290455555555557,11.7715,3.592589633085953,2212.282,12.091644444444444,2176.496,0,0,0,2,0,3,9.871277777777777,0.5777777777777777,0,unknown,0.0,0.011111111111111112,0.0,0.016666666666666666,-0.01644202424447379,0.13461616161616163,4.096818518518519,0.2923072799740139,12.442594444444444,0.012227264142392431,0.0,0.0,5.49,0.0,0.0,1.22,0.38,1.67,0.0,1.19,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0032-U001 in BLD-DUR-0032 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 1%, weather mismatch: 2%."
707,BLD-SHK-0029-U007,BLD-SHK-0029,Shkoder,City,Residential,Apartment,Unknown,Individual Meter,TR-SHK,3,6,99.1,2,3.9,42.092616,19.495221,180,13.479388888888888,13.119,2.923666765604526,2426.29,13.5302,2435.436,1,1,1,1,1,0,8.28811111111111,0.6555555555555556,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.0037553850727345267,0.13601805135104833,6.739694444444444,0.21689905897844639,13.531888888888888,0.0038797244369267814,1.5243333333333808,20.57850000000064,4.72,0.0,0.31,0.39,2.42,0.56,0.31,1.18,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-SHK-0029-U007 in BLD-SHK-0029 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 0%, peer low gap: 0%, weather mismatch: 1%."
708,BLD-GJI-0011-U008,BLD-GJI-0011,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,3,4,65.9,5,4.6,40.077786,20.177196,180,15.247883333333334,15.02,3.3946883604427,2744.619,14.939261111111112,2689.067,0,0,0,0,0,0,8.3415,0.65,0,unknown,0.0,0.0,0.0,0.0,-0.020658466300765305,0.23137910976226606,3.049576666666667,0.22263341647044124,12.534533333333332,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,1.15,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0011-U008 in BLD-GJI-0011 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 0%."
709,BLD-TIR-0075-U001,BLD-TIR-0075,Tirana,City,Residential,Apartment,Unknown,Individual Meter,TR-TIR,8,9,90.2,4,4.9,41.311922,19.831829,180,16.5941,15.7345,4.847407129405606,2986.938,16.039805555555557,2887.165,0,0,0,1,0,0,9.387333333333334,0.6277777777777778,0,unknown,0.0,0.005555555555555556,0.0,0.0,-0.03455742917360109,0.183970066518847,4.148525,0.29211630214387074,12.607433333333335,0.0,0.0,0.0,7.21,0.0,0.0,0.0,0.19,0.0,0.0,1.15,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-TIR-0075-U001 in BLD-TIR-0075 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -3%, peer low gap: 0%, weather mismatch: 0%."
710,BLD-KRU-0047-U014,BLD-KRU-0047,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,7,12,104.7,3,7.9,41.493714,19.765347,180,15.497700000000002,15.399000000000001,3.412051960314831,2789.5860000000002,15.358716666666666,2764.569,0,0,0,2,0,0,8.150666666666666,0.6388888888888888,0,unknown,0.0,0.011111111111111112,0.0,0.0,-0.009049150156860046,0.14802005730659026,5.165900000000001,0.22016505418964302,13.458855555555555,0.0,0.0,0.0,6.98,0.0,0.0,0.0,0.38,0.0,0.0,1.14,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0047-U014 in BLD-KRU-0047 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -1%, peer low gap: 0%, weather mismatch: 0%."
711,BLD-GJI-0012-U004,BLD-GJI-0012,Gjirokaster,Village,Residential,Apartment,Unknown,Individual Meter,TR-GJI,5,5,90.1,5,5.3,40.15047,20.193858,180,17.17395,17.0195,3.9827725615223915,3091.311,16.735388888888888,3012.37,1,1,1,0,1,0,8.548555555555556,0.6611111111111111,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,-0.02620561219239349,0.19060987791342954,3.4347900000000005,0.23190777669216406,10.982016666666667,0.0,0.0,0.0,5.23,0.0,0.0,0.0,2.23,0.56,0.0,1.12,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0012-U004 in BLD-GJI-0012 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -3%, peer low gap: 0%, weather mismatch: 1%."
712,BLD-DUR-0070-U001,BLD-DUR-0070,Durres,City,Residential,Apartment,Unknown,Individual Meter,TR-DUR,2,9,76.8,5,6.7,41.344466,19.448652,180,15.047500000000001,14.488499999999998,3.376715932090455,2708.55,15.001755555555555,2700.316,1,1,1,2,0,0,10.000388888888889,0.5555555555555556,0,unknown,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.0,-0.003049272751781786,0.19593098958333335,3.0095,0.2244037834916401,13.192930555555556,0.0,0.0,0.0,5.26,0.0,0.0,0.0,2.61,0.0,0.0,1.12,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-DUR-0070-U001 in BLD-DUR-0070 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -0%, peer low gap: 0%, weather mismatch: 0%."
713,BLD-KRU-0030-U010,BLD-KRU-0030,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,6,10,89.4,3,8.2,41.501762,19.803332,180,14.337094444444444,14.297,3.28145415322925,2580.677,14.052744444444444,2529.494,1,1,1,0,1,0,8.482666666666667,0.6888888888888889,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,-0.020234481678944476,0.16037018394233157,4.779031481481481,0.22887860339797075,13.458855555555555,0.0,0.0,0.0,5.23,0.0,0.0,0.0,2.23,0.56,0.0,1.12,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0030-U010 in BLD-KRU-0030 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -2%, peer low gap: 0%, weather mismatch: 1%."
714,BLD-KRU-0079-U010,BLD-KRU-0079,Kruje,Village,Residential,Apartment,Unknown,Individual Meter,TR-KRU,4,5,73.0,3,6.6,41.518048,19.821825,180,12.673538888888888,12.293,3.746970823269713,2281.237,12.549183333333334,2258.853,0,0,0,3,0,0,8.12038888888889,0.6666666666666666,0,unknown,0.0,0.016666666666666666,0.0,0.0,-0.009909454045925024,0.1736101217656012,4.2245129629629625,0.2956530812837721,13.458855555555555,0.058349438659552534,0.0,0.0,2.2,0.0,0.0,5.83,0.57,0.0,0.0,1.12,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-KRU-0079-U010 in BLD-KRU-0079 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 6%, weather mismatch: 0%."
715,BLD-ELB-0065-U011,BLD-ELB-0065,Elbasan,City,Residential,Apartment,Unknown,Individual Meter,TR-ELB,2,2,59.1,4,5.4,41.119777,20.073914,180,14.589383333333332,13.883500000000002,4.44997641105417,2626.089,14.173155555555557,2551.168,1,1,1,1,1,0,8.512333333333334,0.6666666666666666,0,unknown,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,-0.02936733292358622,0.24685927805978564,3.647345833333333,0.30501470208730574,14.909188888888888,0.02145023166175672,0.0,0.0,3.35,0.0,0.0,2.15,2.42,0.56,0.0,1.12,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-ELB-0065-U011 in BLD-ELB-0065 is Low risk because the strongest signal is AI outlier behavior. Expected gap: -3%, peer low gap: 2%, weather mismatch: 1%."
716,BLD-GJI-0024-U001,BLD-GJI-0024,Gjirokaster,City,Residential,Apartment,Unknown,Individual Meter,TR-GJI,3,3,69.1,3,6.1,40.05159,20.120805,180,11.97542777777778,11.8705,2.6924002293037357,2155.577,11.799972222222221,2123.995,1,1,1,0,1,0,8.080666666666666,0.7,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,-0.014869149880296566,0.17330575655250044,3.99180925925926,0.22482706081697493,12.534533333333332,0.04460521510351821,0.0,0.0,1.65,0.0,0.0,4.46,2.23,0.56,0.0,1.11,Low,below similar units,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-GJI-0024-U001 in BLD-GJI-0024 is Low risk because the strongest signal is below similar units. Expected gap: -1%, peer low gap: 4%, weather mismatch: 1%."
717,BLD-PER-0007-U005,BLD-PER-0007,Permet,Village,Residential,Apartment,Unknown,Individual Meter,TR-PER,5,5,67.6,4,5.6,40.24815,20.373978,180,14.404344444444446,13.977,3.3775512043014917,2592.782,14.54668888888889,2618.404,1,1,1,0,1,0,8.084722222222222,0.7,0,unknown,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,0.009785350159868313,0.21308201840894153,3.6010861111111114,0.23448142449857662,13.084955555555554,0.0,4.270333333333305,57.64949999999962,4.0,0.0,0.82,0.0,2.23,0.56,0.86,1.1,Low,AI outlier behavior,Monitor trend and inspect only if risk persists or neighboring units also become suspicious.,"BLD-PER-0007-U005 in BLD-PER-0007 is Low risk because the strongest signal is AI outlier behavior. Expected gap: 1%, peer low gap: 0%, weather mismatch: 1%."
